event_id,date,timestamp,shift,furnace,alloy,part_type,pour_position,pour_temp_c,mold_preheat_c,shell_humidity_rh,parts_cast,parts_good,parts_scrap,first_time_yield,defects,pour_duration_min,effective_yield_target
EVT-11869,2025-12-28,2025-12-28 07:40:00,Day,VIM-03,IN718,Seal Ring,3,1484.1,1039.9,58.6,4,3,1,0.75,"[""Dimensional""]",34.1,0.764
EVT-11870,2025-12-28,2025-12-28 08:16:00,Day,VIM-03,IN738,Nozzle Guide Vane,4,1513.9,1072.6,58.9,8,4,4,0.5,"[""Stray Grain"", ""Porosity"", ""Misrun"", ""Porosity""]",37.0,0.759
EVT-11871,2025-12-28,2025-12-28 08:50:00,Day,VIM-04,IN738,Nozzle Guide Vane,5,1510.0,1035.5,61.1,4,4,0,1.0,[],37.6,0.722
EVT-11872,2025-12-28,2025-12-28 09:56:00,Day,VIM-04,IN738,Nozzle Guide Vane,6,1535.7,1073.7,62.0,8,5,3,0.625,"[""Inclusion"", ""Dimensional"", ""Shell Crack""]",30.9,0.703
EVT-11873,2025-12-28,2025-12-28 14:08:00,Swing,VIM-02,IN718,Seal Ring,1,1483.2,1063.8,60.3,4,3,1,0.75,"[""Inclusion""]",34.9,0.689
EVT-11874,2025-12-28,2025-12-28 14:38:00,Swing,VIM-01,CMSX-4,HPT Blade,2,1548.0,1068.5,60.6,4,3,1,0.75,"[""Porosity""]",36.0,0.555
EVT-11875,2025-12-28,2025-12-28 15:33:00,Swing,VIM-01,IN718,Shroud,3,1490.7,1065.1,59.6,8,6,2,0.75,"[""Misrun"", ""Shell Crack""]",43.7,0.783
EVT-11876,2025-12-28,2025-12-28 16:33:00,Swing,VIM-01,Waspaloy,Shroud,4,1481.7,1023.6,62.5,12,7,5,0.583,"[""Shell Crack"", ""Dimensional"", ""Dimensional"", ""Inclusion"", ""Misrun""]",32.4,0.78
EVT-11877,2025-12-28,2025-12-28 17:20:00,Swing,VIM-02,IN718,LPT Blade,5,1502.7,1052.4,59.1,8,6,2,0.75,"[""Shell Crack"", ""Dimensional""]",33.3,0.787
EVT-11878,2025-12-28,2025-12-28 17:41:00,Swing,VIM-02,CMSX-4,LPT Blade,6,1541.8,1083.1,62.0,8,3,5,0.375,"[""Inclusion"", ""Shell Crack"", ""Shell Crack"", ""Porosity"", ""Shell Crack""]",29.2,0.564
EVT-11879,2025-12-28,2025-12-28 18:32:00,Swing,VIM-04,IN738,Shroud,7,1515.7,1056.5,57.6,6,5,1,0.833,"[""Shell Crack""]",31.2,0.769
EVT-11880,2025-12-28,2025-12-28 19:22:00,Swing,VIM-04,IN718,HPT Blade,8,1479.5,1050.6,60.5,6,4,2,0.667,"[""Inclusion"", ""Porosity""]",37.6,0.742
EVT-11881,2025-12-28,2025-12-28 20:12:00,Swing,VIM-03,CMSX-4,HPT Blade,1,1554.5,1083.7,58.6,12,7,5,0.583,"[""Inclusion"", ""Dimensional"", ""Inclusion"", ""Shell Crack"", ""Dimensional""]",35.0,0.508
EVT-11882,2025-12-28,2025-12-28 22:06:00,Night,VIM-03,CMSX-4,Combustor Liner,1,1550.3,1082.1,59.3,8,2,6,0.25,"[""Inclusion"", ""Dimensional"", ""Dimensional"", ""Dimensional"", ""Shell Crack"", ""Stray Grain""]",33.7,0.486
EVT-11883,2025-12-28,2025-12-28 22:44:00,Night,VIM-03,Waspaloy,Nozzle Guide Vane,2,1490.2,1036.5,58.2,8,5,3,0.625,"[""Porosity"", ""Hot Tear"", ""Shell Crack""]",40.1,0.755
EVT-11884,2025-12-29,2025-12-29 06:03:00,Day,VIM-04,IN738,LPT Blade,1,1521.1,1048.5,62.4,12,10,2,0.833,"[""Porosity"", ""Porosity""]",33.4,0.67
EVT-11885,2025-12-29,2025-12-29 06:37:00,Day,VIM-02,CMSX-4,HPT Blade,2,1546.4,1093.2,59.5,12,8,4,0.667,"[""Shell Crack"", ""Dimensional"", ""Stray Grain"", ""Inclusion""]",37.1,0.564
EVT-11886,2025-12-29,2025-12-29 07:45:00,Day,VIM-03,Waspaloy,Seal Ring,3,1498.8,1054.7,61.2,12,11,1,0.917,"[""Porosity""]",31.6,0.79
EVT-11887,2025-12-29,2025-12-29 08:10:00,Day,VIM-01,IN738,HPT Blade,4,1523.4,1056.6,60.5,8,6,2,0.75,"[""Shell Crack"", ""Porosity""]",31.6,0.746
EVT-11888,2025-12-29,2025-12-29 09:08:00,Day,VIM-03,CMSX-4,Combustor Liner,5,1543.6,1083.8,56.4,4,3,1,0.75,"[""Shell Crack""]",27.7,0.609
EVT-11889,2025-12-29,2025-12-29 09:23:00,Day,VIM-04,CMSX-4,LPT Blade,6,1551.4,1073.6,60.0,6,4,2,0.667,"[""Stray Grain"", ""Stray Grain""]",33.3,0.58
EVT-11890,2025-12-29,2025-12-29 13:58:00,Swing,VIM-02,Waspaloy,LPT Blade,1,1499.7,1026.9,60.0,4,3,1,0.75,"[""Shell Crack""]",34.1,0.74
EVT-11891,2025-12-29,2025-12-29 14:52:00,Swing,VIM-01,IN718,LPT Blade,2,1506.6,1049.8,61.5,8,6,2,0.75,"[""Shell Crack"", ""Hot Tear""]",32.3,0.748
EVT-11892,2025-12-29,2025-12-29 15:25:00,Swing,VIM-04,IN738,LPT Blade,3,1520.2,1053.6,60.2,8,8,0,1.0,[],36.8,0.748
EVT-11893,2025-12-29,2025-12-29 22:09:00,Night,VIM-03,IN718,HPT Blade,1,1514.5,1038.3,62.8,6,5,1,0.833,"[""Porosity""]",36.6,0.634
EVT-11894,2025-12-29,2025-12-29 22:59:00,Night,VIM-03,IN738,Nozzle Guide Vane,2,1526.6,1067.5,59.5,6,6,0,1.0,[],34.7,0.694
EVT-11895,2025-12-29,2025-12-29 23:04:00,Night,VIM-03,IN718,HPT Blade,3,1500.0,1068.6,62.8,12,7,5,0.583,"[""Shell Crack"", ""Inclusion"", ""Shell Crack"", ""Shell Crack"", ""Inclusion""]",28.5,0.718
EVT-11896,2025-12-30,2025-12-30 05:55:00,Day,VIM-04,Waspaloy,HPT Blade,1,1471.1,1029.6,59.6,6,5,1,0.833,"[""Misrun""]",32.6,0.718
EVT-11897,2025-12-30,2025-12-30 06:30:00,Day,VIM-02,Waspaloy,LPT Blade,2,1510.1,1042.7,59.1,12,9,3,0.75,"[""Shell Crack"", ""Shell Crack"", ""Shell Crack""]",32.6,0.76
EVT-11898,2025-12-30,2025-12-30 07:47:00,Day,VIM-02,CMSX-4,Nozzle Guide Vane,3,1524.4,1075.4,54.9,4,3,1,0.75,"[""Porosity""]",38.1,0.569
EVT-11899,2025-12-30,2025-12-30 08:29:00,Day,VIM-01,Waspaloy,Combustor Liner,4,1488.9,1028.7,58.3,12,9,3,0.75,"[""Porosity"", ""Shell Crack"", ""Shell Crack""]",37.9,0.814
EVT-11900,2025-12-30,2025-12-30 09:02:00,Day,VIM-04,IN718,Seal Ring,5,1501.8,1059.3,57.5,8,7,1,0.875,"[""Dimensional""]",29.9,0.8
EVT-11901,2025-12-30,2025-12-30 09:34:00,Day,VIM-03,CMSX-4,Nozzle Guide Vane,6,1541.2,1086.8,56.7,6,3,3,0.5,"[""Porosity"", ""Dimensional"", ""Shell Crack""]",32.6,0.607
EVT-11902,2025-12-30,2025-12-30 10:27:00,Day,VIM-02,IN738,Shroud,7,1516.6,1079.1,54.5,6,2,4,0.333,"[""Shell Crack"", ""Shell Crack"", ""Inclusion"", ""Porosity""]",39.4,0.79
EVT-11903,2025-12-30,2025-12-30 11:25:00,Day,VIM-02,IN718,Nozzle Guide Vane,8,1515.2,1060.5,54.5,6,5,1,0.833,"[""Shell Crack""]",33.7,0.795
EVT-11904,2025-12-30,2025-12-30 12:16:00,Day,VIM-03,IN738,HPT Blade,1,1522.7,1055.5,60.2,8,8,0,1.0,[],39.3,0.688
EVT-11905,2025-12-30,2025-12-30 14:12:00,Swing,VIM-01,IN738,LPT Blade,1,1521.9,1076.1,55.5,12,10,2,0.833,"[""Inclusion"", ""Shell Crack""]",36.7,0.726
EVT-11906,2025-12-30,2025-12-30 14:58:00,Swing,VIM-04,IN718,Nozzle Guide Vane,2,1499.9,1054.3,53.7,12,8,4,0.667,"[""Porosity"", ""Shell Crack"", ""Inclusion"", ""Porosity""]",33.1,0.8
EVT-11907,2025-12-30,2025-12-30 15:42:00,Swing,VIM-01,Waspaloy,LPT Blade,3,1497.2,1034.7,58.1,8,8,0,1.0,[],39.3,0.815
EVT-11908,2025-12-30,2025-12-30 16:22:00,Swing,VIM-02,CMSX-4,Nozzle Guide Vane,4,1523.7,1079.3,57.1,6,3,3,0.5,"[""Stray Grain"", ""Surface Finish"", ""Misrun""]",28.9,0.55
EVT-11909,2025-12-30,2025-12-30 17:06:00,Swing,VIM-04,IN718,LPT Blade,5,1512.8,1039.8,52.9,8,8,0,1.0,[],33.0,0.799
EVT-11910,2025-12-30,2025-12-30 21:55:00,Night,VIM-01,René-80,Nozzle Guide Vane,1,1510.8,1046.3,58.1,6,4,2,0.667,"[""Shell Crack"", ""Porosity""]",17.3,0.675
EVT-11911,2025-12-30,2025-12-30 22:39:00,Night,VIM-02,IN738,Seal Ring,2,1517.3,1077.8,57.5,12,6,6,0.5,"[""Shell Crack"", ""Dimensional"", ""Porosity"", ""Shell Crack"", ""Porosity"", ""Dimensional""]",36.3,0.71
EVT-11912,2025-12-30,2025-12-30 23:29:00,Night,VIM-03,René-80,HPT Blade,3,1514.4,1065.1,56.9,12,10,2,0.833,"[""Shell Crack"", ""Shell Crack""]",39.6,0.745
EVT-11913,2025-12-30,2025-12-31 00:16:00,Night,VIM-02,CMSX-4,LPT Blade,4,1529.4,1074.1,53.4,6,3,3,0.5,"[""Stray Grain"", ""Inclusion"", ""Dimensional""]",32.1,0.541
EVT-11914,2025-12-30,2025-12-31 00:57:00,Night,VIM-04,IN718,Nozzle Guide Vane,5,1519.7,1072.9,56.9,6,4,2,0.667,"[""Porosity"", ""Shell Crack""]",32.0,0.732
EVT-11915,2025-12-30,2025-12-31 01:43:00,Night,VIM-04,IN738,HPT Blade,6,1518.3,1060.9,58.8,4,4,0,1.0,[],31.6,0.72
EVT-11916,2025-12-31,2025-12-31 05:51:00,Day,VIM-02,IN738,HPT Blade,1,1513.8,1049.8,59.3,4,2,2,0.5,"[""Hot Tear"", ""Porosity""]",44.4,0.695
EVT-11917,2025-12-31,2025-12-31 06:27:00,Day,VIM-03,IN738,HPT Blade,2,1513.7,1044.5,60.9,4,3,1,0.75,"[""Shell Crack""]",38.8,0.723
EVT-11918,2025-12-31,2025-12-31 07:32:00,Day,VIM-04,IN718,LPT Blade,3,1501.2,1020.2,61.5,8,7,1,0.875,"[""Shell Crack""]",42.0,0.768
EVT-11919,2025-12-31,2025-12-31 08:24:00,Day,VIM-03,IN718,LPT Blade,4,1513.8,1040.3,59.8,6,6,0,1.0,[],36.4,0.759
EVT-11920,2025-12-31,2025-12-31 09:07:00,Day,VIM-04,Waspaloy,Combustor Liner,5,1480.7,1054.4,59.2,8,7,1,0.875,"[""Dimensional""]",40.7,0.807
EVT-11921,2025-12-31,2025-12-31 09:50:00,Day,VIM-02,IN738,Shroud,6,1524.4,1059.4,60.3,6,4,2,0.667,"[""Shell Crack"", ""Dimensional""]",35.0,0.747
EVT-11922,2025-12-31,2025-12-31 10:40:00,Day,VIM-02,IN718,LPT Blade,7,1505.2,1053.6,62.2,4,3,1,0.75,"[""Porosity""]",32.4,0.762
EVT-11923,2025-12-31,2025-12-31 10:56:00,Day,VIM-04,IN718,LPT Blade,8,1505.7,1065.5,58.4,12,10,2,0.833,"[""Inclusion"", ""Dimensional""]",36.3,0.793
EVT-11924,2025-12-31,2025-12-31 12:03:00,Day,VIM-04,Waspaloy,Nozzle Guide Vane,1,1478.7,1016.1,57.5,12,11,1,0.917,"[""Inclusion""]",46.5,0.76
EVT-11925,2025-12-31,2025-12-31 12:45:00,Day,VIM-03,IN738,Combustor Liner,2,1520.1,1067.3,60.7,4,3,1,0.75,"[""Shell Crack""]",44.2,0.724
EVT-11926,2025-12-31,2025-12-31 13:30:00,Day,VIM-03,CMSX-4,Nozzle Guide Vane,3,1539.2,1082.4,59.9,8,6,2,0.75,"[""Hot Tear"", ""Dimensional""]",31.5,0.581
EVT-11927,2025-12-31,2025-12-31 14:12:00,Swing,VIM-04,IN718,Nozzle Guide Vane,1,1498.6,1006.4,60.3,6,3,3,0.5,"[""Porosity"", ""Inclusion"", ""Shell Crack""]",35.1,0.718
EVT-11928,2025-12-31,2025-12-31 14:57:00,Swing,VIM-03,IN718,Shroud,2,1501.0,1097.4,61.2,8,5,3,0.625,"[""Inclusion"", ""Shell Crack"", ""Dimensional""]",21.9,0.75
EVT-11929,2025-12-31,2025-12-31 15:21:00,Swing,VIM-03,IN738,Seal Ring,3,1517.9,1077.0,60.7,8,7,1,0.875,"[""Inclusion""]",38.7,0.744
EVT-11930,2025-12-31,2025-12-31 16:27:00,Swing,VIM-03,René-80,HPT Blade,4,1511.0,1045.0,55.0,6,4,2,0.667,"[""Porosity"", ""Inclusion""]",42.0,0.8
EVT-11931,2025-12-31,2025-12-31 17:05:00,Swing,VIM-04,IN718,Nozzle Guide Vane,5,1490.6,1051.3,61.8,6,5,1,0.833,"[""Shell Crack""]",41.0,0.765
EVT-11932,2025-12-31,2025-12-31 17:46:00,Swing,VIM-01,IN738,Nozzle Guide Vane,6,1524.1,1058.0,58.0,8,7,1,0.875,"[""Inclusion""]",29.0,0.766
EVT-11933,2025-12-31,2025-12-31 18:06:00,Swing,VIM-02,IN718,LPT Blade,7,1500.8,1030.3,59.7,6,5,1,0.833,"[""Porosity""]",38.5,0.782
EVT-11934,2025-12-31,2025-12-31 19:19:00,Swing,VIM-04,IN738,HPT Blade,8,1539.7,1065.0,60.2,8,6,2,0.75,"[""Dimensional"", ""Inclusion""]",39.5,0.709
EVT-11935,2025-12-31,2025-12-31 21:55:00,Night,VIM-02,Waspaloy,LPT Blade,1,1512.7,1043.8,58.9,6,5,1,0.833,"[""Inclusion""]",45.6,0.678
EVT-11936,2025-12-31,2025-12-31 23:10:00,Night,VIM-03,IN738,Shroud,2,1517.9,1069.1,62.0,6,3,3,0.5,"[""Shell Crack"", ""Dimensional"", ""Shell Crack""]",26.1,0.674
EVT-11937,2025-12-31,2025-12-31 23:26:00,Night,VIM-03,Waspaloy,Nozzle Guide Vane,3,1490.4,1051.1,61.4,8,8,0,1.0,[],34.6,0.749
EVT-11938,2025-12-31,2026-01-01 00:29:00,Night,VIM-03,Waspaloy,LPT Blade,4,1480.1,1029.6,56.0,6,5,1,0.833,"[""Shell Crack""]",25.0,0.792
EVT-11939,2025-12-31,2026-01-01 00:53:00,Night,VIM-02,IN738,Nozzle Guide Vane,5,1519.0,1064.4,59.8,8,6,2,0.75,"[""Porosity"", ""Shell Crack""]",38.7,0.711
EVT-11940,2025-12-31,2026-01-01 01:59:00,Night,VIM-04,CMSX-4,LPT Blade,6,1545.9,1083.6,60.8,12,6,6,0.5,"[""Inclusion"", ""Inclusion"", ""Inclusion"", ""Dimensional"", ""Surface Finish"", ""Porosity""]",31.5,0.533
EVT-11941,2025-12-31,2026-01-01 02:29:00,Night,VIM-04,IN718,HPT Blade,7,1510.7,1056.5,59.2,12,9,3,0.75,"[""Misrun"", ""Porosity"", ""Shell Crack""]",39.6,0.746
EVT-11942,2026-01-01,2026-01-01 06:05:00,Day,VIM-04,Waspaloy,HPT Blade,1,1511.2,1036.0,59.0,6,4,2,0.667,"[""Stray Grain"", ""Dimensional""]",39.8,0.72
EVT-11943,2026-01-01,2026-01-01 06:43:00,Day,VIM-02,Waspaloy,LPT Blade,2,1476.5,1050.5,60.9,8,6,2,0.75,"[""Shell Crack"", ""Inclusion""]",37.6,0.773
EVT-11944,2026-01-01,2026-01-01 07:10:00,Day,VIM-02,IN738,Nozzle Guide Vane,3,1501.3,1060.1,63.7,12,6,6,0.5,"[""Porosity"", ""Hot Tear"", ""Inclusion"", ""Misrun"", ""Shell Crack"", ""Inclusion""]",37.2,0.683
EVT-11945,2026-01-01,2026-01-01 14:04:00,Swing,VIM-01,Waspaloy,Nozzle Guide Vane,1,1487.0,1014.6,65.0,8,5,3,0.625,"[""Porosity"", ""Porosity"", ""Dimensional""]",32.4,0.7
EVT-11946,2026-01-01,2026-01-01 14:37:00,Swing,VIM-04,IN718,LPT Blade,2,1519.8,1068.0,59.4,6,4,2,0.667,"[""Shell Crack"", ""Dimensional""]",35.5,0.732
EVT-11947,2026-01-01,2026-01-01 15:46:00,Swing,VIM-03,IN718,Seal Ring,3,1506.6,1060.2,61.8,6,3,3,0.5,"[""Shell Crack"", ""Shell Crack"", ""Hot Tear""]",31.2,0.766
EVT-11948,2026-01-01,2026-01-01 16:19:00,Swing,VIM-04,IN718,HPT Blade,4,1479.5,1062.5,62.2,12,11,1,0.917,"[""Inclusion""]",33.2,0.729
EVT-11949,2026-01-01,2026-01-01 17:02:00,Swing,VIM-02,IN718,Seal Ring,5,1507.4,1057.4,61.7,8,5,3,0.625,"[""Shell Crack"", ""Shell Crack"", ""Stray Grain""]",30.5,0.767
EVT-11950,2026-01-01,2026-01-01 17:41:00,Swing,VIM-01,IN718,HPT Blade,6,1477.9,1068.2,60.6,8,7,1,0.875,"[""Inclusion""]",30.2,0.738
EVT-11951,2026-01-01,2026-01-01 18:28:00,Swing,VIM-02,René-80,HPT Blade,7,1518.3,1028.9,59.0,6,4,2,0.667,"[""Porosity"", ""Porosity""]",42.9,0.768
EVT-11952,2026-01-01,2026-01-01 19:10:00,Swing,VIM-03,Waspaloy,Nozzle Guide Vane,8,1499.2,1033.0,61.4,6,5,1,0.833,"[""Porosity""]",37.2,0.789
EVT-11953,2026-01-01,2026-01-01 19:51:00,Swing,VIM-04,IN738,HPT Blade,1,1520.0,1048.2,59.6,6,6,0,1.0,[],29.8,0.693
EVT-11954,2026-01-01,2026-01-01 20:43:00,Swing,VIM-03,René-80,LPT Blade,2,1513.7,1070.9,62.1,12,9,3,0.75,"[""Shell Crack"", ""Hot Tear"", ""Porosity""]",32.5,0.724
EVT-11955,2026-01-01,2026-01-01 21:41:00,Swing,VIM-04,Waspaloy,Nozzle Guide Vane,3,1488.2,1032.9,59.2,4,1,3,0.25,"[""Shell Crack"", ""Inclusion"", ""Dimensional""]",44.0,0.806
EVT-11956,2026-01-01,2026-01-01 22:13:00,Night,VIM-02,IN718,Nozzle Guide Vane,1,1490.2,1034.1,62.7,6,2,4,0.333,"[""Shell Crack"", ""Shell Crack"", ""Shell Crack"", ""Inclusion""]",36.5,0.659
EVT-11957,2026-01-01,2026-01-01 22:48:00,Night,VIM-03,Waspaloy,LPT Blade,2,1465.1,1036.3,57.7,8,7,1,0.875,"[""Dimensional""]",34.3,0.725
EVT-11958,2026-01-01,2026-01-01 23:26:00,Night,VIM-04,CMSX-4,Nozzle Guide Vane,3,1548.4,1063.5,59.0,4,3,1,0.75,"[""Misrun""]",30.6,0.548
EVT-11959,2026-01-01,2026-01-02 00:14:00,Night,VIM-03,CMSX-4,HPT Blade,4,1553.0,1085.6,61.9,4,2,2,0.5,"[""Shell Crack"", ""Surface Finish""]",33.1,0.525
EVT-11960,2026-01-01,2026-01-02 01:03:00,Night,VIM-04,IN718,LPT Blade,5,1463.7,1083.9,62.3,6,4,2,0.667,"[""Shell Crack"", ""Dimensional""]",27.6,0.661
EVT-11961,2026-01-02,2026-01-02 06:09:00,Day,VIM-03,René-80,Shroud,1,1517.5,1051.8,54.7,12,12,0,1.0,[],38.5,0.74
EVT-11962,2026-01-02,2026-01-02 06:45:00,Day,VIM-01,Waspaloy,Shroud,2,1490.7,1027.1,53.4,4,4,0,1.0,[],40.6,0.82
EVT-11963,2026-01-02,2026-01-02 07:22:00,Day,VIM-03,René-80,HPT Blade,3,1485.7,1067.1,51.0,6,5,1,0.833,"[""Porosity""]",41.1,0.756
EVT-11964,2026-01-02,2026-01-02 07:58:00,Day,VIM-04,CMSX-4,LPT Blade,4,1533.6,1079.2,51.3,6,3,3,0.5,"[""Porosity"", ""Porosity"", ""Shell Crack""]",34.6,0.591
EVT-11965,2026-01-02,2026-01-02 09:28:00,Day,VIM-01,CMSX-4,LPT Blade,5,1542.5,1091.0,52.9,12,7,5,0.583,"[""Dimensional"", ""Porosity"", ""Shell Crack"", ""Dimensional"", ""Stray Grain""]",33.3,0.62
EVT-11966,2026-01-02,2026-01-02 13:57:00,Swing,VIM-04,IN718,HPT Blade,1,1487.5,1046.8,51.2,6,4,2,0.667,"[""Shell Crack"", ""Shell Crack""]",42.8,0.739
EVT-11967,2026-01-02,2026-01-02 14:36:00,Swing,VIM-04,CMSX-4,LPT Blade,2,1546.2,1088.9,50.5,8,3,5,0.375,"[""Inclusion"", ""Porosity"", ""Inclusion"", ""Inclusion"", ""Porosity""]",36.1,0.6
EVT-11968,2026-01-02,2026-01-02 15:41:00,Swing,VIM-03,CMSX-4,Nozzle Guide Vane,3,1555.3,1083.6,48.5,6,4,2,0.667,"[""Hot Tear"", ""Shell Crack""]",33.4,0.594
EVT-11969,2026-01-02,2026-01-02 16:15:00,Swing,VIM-04,IN718,HPT Blade,4,1496.7,1043.6,51.7,8,8,0,1.0,[],46.4,0.82
EVT-11970,2026-01-02,2026-01-02 16:54:00,Swing,VIM-04,Waspaloy,HPT Blade,5,1509.0,1033.7,51.6,4,4,0,1.0,[],29.2,0.815
EVT-11971,2026-01-02,2026-01-02 17:39:00,Swing,VIM-04,IN718,Nozzle Guide Vane,6,1497.0,1049.4,51.4,12,9,3,0.75,"[""Dimensional"", ""Shell Crack"", ""Inclusion""]",28.3,0.82
EVT-11972,2026-01-02,2026-01-02 18:33:00,Swing,VIM-04,CMSX-4,HPT Blade,7,1542.1,1080.6,51.1,8,5,3,0.625,"[""Shell Crack"", ""Dimensional"", ""Inclusion""]",33.7,0.62
EVT-11973,2026-01-02,2026-01-02 19:20:00,Swing,VIM-04,IN718,Nozzle Guide Vane,8,1518.7,1046.0,50.9,8,8,0,1.0,[],32.5,0.789
EVT-11974,2026-01-02,2026-01-02 21:56:00,Night,VIM-04,IN738,LPT Blade,1,1523.6,1064.8,51.8,6,3,3,0.5,"[""Dimensional"", ""Stray Grain"", ""Porosity""]",36.7,0.69
EVT-11975,2026-01-02,2026-01-02 22:41:00,Night,VIM-02,CMSX-4,LPT Blade,2,1535.6,1090.1,48.7,12,6,6,0.5,"[""Stray Grain"", ""Misrun"", ""Shell Crack"", ""Dimensional"", ""Dimensional"", ""Inclusion""]",28.7,0.537
EVT-11976,2026-01-02,2026-01-02 23:46:00,Night,VIM-04,IN738,LPT Blade,3,1516.3,1049.2,53.2,8,8,0,1.0,[],43.0,0.75
EVT-11977,2026-01-03,2026-01-03 05:54:00,Day,VIM-04,René-80,LPT Blade,1,1508.0,1044.2,59.9,12,8,4,0.667,"[""Inclusion"", ""Inclusion"", ""Shell Crack"", ""Shell Crack""]",36.8,0.701
EVT-11978,2026-01-03,2026-01-03 06:44:00,Day,VIM-01,Waspaloy,LPT Blade,2,1492.9,1044.6,54.9,4,4,0,1.0,[],29.7,0.82
EVT-11979,2026-01-03,2026-01-03 07:27:00,Day,VIM-01,IN718,Shroud,3,1510.7,1028.0,58.4,12,9,3,0.75,"[""Shell Crack"", ""Dimensional"", ""Porosity""]",42.7,0.793
EVT-11980,2026-01-03,2026-01-03 08:07:00,Day,VIM-01,IN738,Seal Ring,4,1509.5,1070.9,57.4,12,9,3,0.75,"[""Hot Tear"", ""Shell Crack"", ""Porosity""]",37.2,0.75
EVT-11981,2026-01-03,2026-01-03 08:50:00,Day,VIM-04,IN718,LPT Blade,5,1499.1,1029.5,57.6,8,6,2,0.75,"[""Inclusion"", ""Inclusion""]",27.6,0.799
EVT-11982,2026-01-03,2026-01-03 09:40:00,Day,VIM-04,IN718,HPT Blade,6,1515.9,1048.9,60.0,8,8,0,1.0,[],32.9,0.754
EVT-11983,2026-01-03,2026-01-03 13:56:00,Swing,VIM-02,IN718,Combustor Liner,1,1476.5,1057.5,61.4,8,6,2,0.75,"[""Inclusion"", ""Shell Crack""]",30.5,0.67
EVT-11984,2026-01-03,2026-01-03 14:59:00,Swing,VIM-04,IN718,Seal Ring,2,1498.4,1023.7,57.1,12,7,5,0.583,"[""Shell Crack"", ""Inclusion"", ""Porosity"", ""Porosity"", ""Shell Crack""]",35.1,0.783
EVT-11985,2026-01-03,2026-01-03 15:31:00,Swing,VIM-02,Waspaloy,HPT Blade,3,1465.7,1059.0,59.8,6,6,0,1.0,[],32.7,0.769
EVT-11986,2026-01-03,2026-01-03 16:22:00,Swing,VIM-02,IN718,Shroud,4,1496.3,1075.5,57.5,6,6,0,1.0,[],31.7,0.8
EVT-11987,2026-01-03,2026-01-03 16:55:00,Swing,VIM-01,René-80,Combustor Liner,5,1516.1,1041.8,56.1,12,8,4,0.667,"[""Porosity"", ""Porosity"", ""Inclusion"", ""Shell Crack""]",34.4,0.791
EVT-11988,2026-01-03,2026-01-03 17:57:00,Swing,VIM-02,IN718,LPT Blade,6,1504.5,1072.3,60.1,6,5,1,0.833,"[""Hot Tear""]",35.9,0.779
EVT-11989,2026-01-03,2026-01-03 18:20:00,Swing,VIM-03,IN718,LPT Blade,7,1524.9,1036.1,55.3,8,5,3,0.625,"[""Porosity"", ""Dimensional"", ""Shell Crack""]",33.5,0.776
EVT-11990,2026-01-03,2026-01-03 19:27:00,Swing,VIM-04,IN718,HPT Blade,8,1475.4,1039.5,58.3,8,5,3,0.625,"[""Misrun"", ""Shell Crack"", ""Surface Finish""]",45.2,0.752
EVT-11991,2026-01-03,2026-01-03 20:00:00,Swing,VIM-03,IN738,HPT Blade,1,1526.0,1053.6,56.2,8,4,4,0.5,"[""Inclusion"", ""Hot Tear"", ""Surface Finish"", ""Stray Grain""]",38.0,0.72
EVT-11992,2026-01-03,2026-01-03 21:48:00,Night,VIM-01,CMSX-4,LPT Blade,1,1543.3,1075.3,58.9,8,6,2,0.75,"[""Dimensional"", ""Porosity""]",31.8,0.489
EVT-11993,2026-01-03,2026-01-03 22:57:00,Night,VIM-04,Waspaloy,HPT Blade,2,1478.9,1054.8,58.4,8,5,3,0.625,"[""Inclusion"", ""Shell Crack"", ""Inclusion""]",37.8,0.752
EVT-11994,2026-01-03,2026-01-03 23:41:00,Night,VIM-03,IN738,Shroud,3,1511.2,1049.8,57.6,6,5,1,0.833,"[""Hot Tear""]",35.7,0.729
EVT-11995,2026-01-03,2026-01-04 00:28:00,Night,VIM-02,IN738,Nozzle Guide Vane,4,1488.8,1077.2,55.2,8,7,1,0.875,"[""Shell Crack""]",31.0,0.686
EVT-11996,2026-01-03,2026-01-04 01:07:00,Night,VIM-03,IN718,LPT Blade,5,1508.9,1059.0,58.9,6,2,4,0.333,"[""Stray Grain"", ""Dimensional"", ""Dimensional"", ""Stray Grain""]",34.6,0.749
EVT-11997,2026-01-03,2026-01-04 01:45:00,Night,VIM-03,Waspaloy,Nozzle Guide Vane,6,1493.1,1037.2,54.0,6,6,0,1.0,[],33.4,0.8
EVT-11998,2026-01-03,2026-01-04 02:41:00,Night,VIM-03,Waspaloy,Nozzle Guide Vane,7,1483.3,1037.9,58.3,8,7,1,0.875,"[""Hot Tear""]",33.7,0.773
EVT-11999,2026-01-03,2026-01-04 03:25:00,Night,VIM-03,IN738,HPT Blade,8,1516.5,1065.6,58.8,6,5,1,0.833,"[""Stray Grain""]",30.2,0.72
EVT-12000,2026-01-03,2026-01-04 04:12:00,Night,VIM-04,René-80,Combustor Liner,1,1507.8,1058.9,59.2,12,8,4,0.667,"[""Dimensional"", ""Shell Crack"", ""Misrun"", ""Shell Crack""]",20.5,0.666
