event_id,date,timestamp,shift,furnace,duration_min,category,reason,is_planned
DT-52420,2025-12-23,2025-12-23 07:02:14,Day,VIM-04,3.4,Short Stop,Shell alignment,False
DT-52421,2025-12-23,2025-12-23 19:17:45,Swing,VIM-01,8.3,Short Stop,Operator break,False
DT-52422,2025-12-23,2025-12-23 15:47:06,Swing,VIM-01,3.1,Short Stop,Vacuum leak minor,False
DT-52423,2025-12-23,2025-12-23 19:27:14,Swing,VIM-02,9.2,Short Stop,Pour rate adjustment,False
DT-52424,2025-12-23,2025-12-23 14:19:23,Swing,VIM-02,11.4,Short Stop,Pour rate adjustment,False
DT-52425,2025-12-23,2025-12-23 19:15:01,Swing,VIM-02,2.6,Short Stop,Pour rate adjustment,False
DT-52426,2025-12-23,2025-12-23 16:42:19,Swing,VIM-03,3.6,Short Stop,Mold positioning,False
DT-52427,2025-12-23,2025-12-23 16:36:22,Swing,VIM-03,2.7,Short Stop,Mold positioning,False
DT-52428,2025-12-23,2025-12-23 17:08:19,Swing,VIM-03,6.5,Short Stop,Pour rate adjustment,False
DT-52429,2025-12-23,2025-12-23 15:03:50,Swing,VIM-04,1.6,Short Stop,Operator break,False
DT-52430,2025-12-23,2025-12-23 14:29:50,Swing,VIM-04,4.6,Short Stop,Material staging,False
DT-52431,2025-12-23,2025-12-23 16:28:53,Swing,VIM-04,4.2,Short Stop,Thermocouple check,False
DT-52432,2025-12-23,2025-12-23 14:41:40,Swing,VIM-04,4.8,Short Stop,Thermocouple check,False
DT-52433,2025-12-23,2025-12-23 19:33:35,Swing,VIM-04,1.8,Short Stop,Pour rate adjustment,False
DT-52434,2025-12-23,2025-12-23 20:41:07,Swing,VIM-04,2.3,Short Stop,Shell alignment,False
DT-52435,2025-12-23,2025-12-23 15:00:00,Swing,VIM-04,194.3,Planned Maintenance,PM - Crucible change,True
DT-52436,2025-12-23,2025-12-24 01:45:49,Night,VIM-01,2.3,Short Stop,Thermocouple check,False
DT-52437,2025-12-23,2025-12-24 05:01:31,Night,VIM-01,3.3,Short Stop,Material staging,False
DT-52438,2025-12-23,2025-12-24 01:02:32,Night,VIM-01,4.9,Short Stop,Shell alignment,False
DT-52439,2025-12-23,2025-12-24 03:51:39,Night,VIM-01,8.7,Short Stop,Vacuum leak minor,False
DT-52440,2025-12-23,2025-12-24 04:58:54,Night,VIM-02,5.2,Short Stop,Mold positioning,False
DT-52441,2025-12-23,2025-12-24 03:47:20,Night,VIM-02,4.8,Short Stop,Shell alignment,False
DT-52442,2025-12-23,2025-12-24 05:27:31,Night,VIM-02,1.3,Short Stop,Pour rate adjustment,False
DT-52443,2025-12-23,2025-12-24 05:28:59,Night,VIM-03,1.2,Short Stop,Vacuum leak minor,False
DT-52444,2025-12-23,2025-12-24 00:43:57,Night,VIM-03,9.4,Short Stop,Operator break,False
DT-52445,2025-12-23,2025-12-23 23:27:47,Night,VIM-03,4.6,Short Stop,Shell alignment,False
DT-52446,2025-12-23,2025-12-23 23:00:00,Night,VIM-03,116.7,Planned Maintenance,PM - Crucible change,True
DT-52447,2025-12-23,2025-12-24 01:30:29,Night,VIM-04,3.7,Short Stop,Thermocouple check,False
DT-52448,2025-12-23,2025-12-24 04:38:57,Night,VIM-04,2.7,Short Stop,Vacuum leak minor,False
DT-52449,2025-12-24,2025-12-24 10:18:24,Day,VIM-01,7.3,Short Stop,Mold positioning,False
DT-52450,2025-12-24,2025-12-24 12:57:00,Day,VIM-01,1.5,Short Stop,Material staging,False
DT-52451,2025-12-24,2025-12-24 12:47:07,Day,VIM-02,5.4,Short Stop,Thermocouple check,False
DT-52452,2025-12-24,2025-12-24 09:01:27,Day,VIM-02,1.4,Short Stop,Vacuum leak minor,False
DT-52453,2025-12-24,2025-12-24 06:53:05,Day,VIM-03,1.1,Short Stop,Shell alignment,False
DT-52454,2025-12-24,2025-12-24 12:11:55,Day,VIM-03,14.0,Short Stop,Shell alignment,False
DT-52455,2025-12-24,2025-12-24 07:27:33,Day,VIM-03,10.0,Short Stop,Vacuum leak minor,False
DT-52456,2025-12-24,2025-12-24 13:39:49,Day,VIM-03,14.0,Short Stop,Shell alignment,False
DT-52457,2025-12-24,2025-12-24 10:27:31,Day,VIM-03,6.7,Short Stop,Operator break,False
DT-52458,2025-12-24,2025-12-24 13:38:42,Day,VIM-03,3.2,Short Stop,Material staging,False
DT-52459,2025-12-24,2025-12-24 11:56:39,Day,VIM-04,3.5,Short Stop,Thermocouple check,False
DT-52460,2025-12-24,2025-12-24 07:00:00,Day,VIM-04,200.2,Planned Maintenance,PM - Crucible change,True
DT-52461,2025-12-24,2025-12-24 21:00:45,Swing,VIM-01,1.4,Short Stop,Pour rate adjustment,False
DT-52462,2025-12-24,2025-12-24 14:39:40,Swing,VIM-01,14.0,Short Stop,Thermocouple check,False
DT-52463,2025-12-24,2025-12-24 16:59:15,Swing,VIM-01,1.3,Short Stop,Thermocouple check,False
DT-52464,2025-12-24,2025-12-24 20:48:29,Swing,VIM-01,1.3,Short Stop,Mold positioning,False
DT-52465,2025-12-24,2025-12-24 21:07:09,Swing,VIM-01,14.0,Short Stop,Mold positioning,False
DT-52466,2025-12-24,2025-12-24 15:00:00,Swing,VIM-01,169.5,Planned Maintenance,PM - Thermocouple replacement,True
DT-52467,2025-12-24,2025-12-24 15:47:39,Swing,VIM-02,1.2,Short Stop,Thermocouple check,False
DT-52468,2025-12-24,2025-12-24 18:17:04,Swing,VIM-04,9.2,Short Stop,Chamber pressure fluctuation,False
DT-52469,2025-12-24,2025-12-24 20:25:45,Swing,VIM-04,3.5,Short Stop,Pour rate adjustment,False
DT-52470,2025-12-24,2025-12-25 00:52:36,Night,VIM-01,1.2,Short Stop,Shell alignment,False
DT-52471,2025-12-24,2025-12-25 03:18:27,Night,VIM-02,4.5,Short Stop,Shell alignment,False
DT-52472,2025-12-24,2025-12-24 23:30:51,Night,VIM-02,5.1,Short Stop,Thermocouple check,False
DT-52473,2025-12-24,2025-12-25 02:22:34,Night,VIM-02,13.4,Short Stop,Mold positioning,False
DT-52474,2025-12-24,2025-12-25 05:23:03,Night,VIM-02,2.4,Short Stop,Chamber pressure fluctuation,False
DT-52475,2025-12-24,2025-12-24 23:36:15,Night,VIM-03,5.3,Short Stop,Shell alignment,False
DT-52476,2025-12-24,2025-12-25 01:30:33,Night,VIM-03,2.2,Short Stop,Vacuum leak minor,False
DT-52477,2025-12-24,2025-12-24 22:52:33,Night,VIM-03,2.7,Short Stop,Shell alignment,False
DT-52478,2025-12-24,2025-12-25 05:10:17,Night,VIM-04,6.2,Short Stop,Shell alignment,False
DT-52479,2025-12-25,2025-12-25 11:23:31,Day,VIM-02,4.0,Short Stop,Mold positioning,False
DT-52480,2025-12-25,2025-12-25 10:26:30,Day,VIM-03,11.8,Short Stop,Mold positioning,False
DT-52481,2025-12-25,2025-12-25 07:04:34,Day,VIM-03,11.3,Short Stop,Shell alignment,False
DT-52482,2025-12-25,2025-12-25 13:27:11,Day,VIM-03,9.2,Short Stop,Pour rate adjustment,False
DT-52483,2025-12-25,2025-12-25 07:20:33,Day,VIM-04,3.2,Short Stop,Material staging,False
DT-52484,2025-12-25,2025-12-25 12:52:49,Day,VIM-04,3.9,Short Stop,Shell alignment,False
DT-52485,2025-12-25,2025-12-25 07:24:03,Day,VIM-04,3.6,Short Stop,Shell alignment,False
DT-52486,2025-12-25,2025-12-25 14:12:02,Swing,VIM-01,7.0,Short Stop,Shell alignment,False
DT-52487,2025-12-25,2025-12-25 16:20:12,Swing,VIM-02,1.8,Short Stop,Vacuum leak minor,False
DT-52488,2025-12-25,2025-12-25 18:27:35,Swing,VIM-02,2.1,Short Stop,Material staging,False
DT-52489,2025-12-25,2025-12-25 20:56:17,Swing,VIM-03,3.2,Short Stop,Material staging,False
DT-52490,2025-12-25,2025-12-25 17:32:42,Swing,VIM-03,12.7,Short Stop,Vacuum leak minor,False
DT-52491,2025-12-25,2025-12-25 18:27:35,Swing,VIM-03,2.0,Short Stop,Operator break,False
DT-52492,2025-12-25,2025-12-25 15:43:11,Swing,VIM-03,8.9,Short Stop,Vacuum leak minor,False
DT-52493,2025-12-25,2025-12-25 17:25:11,Swing,VIM-03,6.1,Short Stop,Thermocouple check,False
DT-52494,2025-12-25,2025-12-25 16:28:45,Swing,VIM-04,3.1,Short Stop,Chamber pressure fluctuation,False
DT-52495,2025-12-25,2025-12-25 15:13:43,Swing,VIM-04,13.1,Short Stop,Vacuum leak minor,False
DT-52496,2025-12-25,2025-12-25 15:59:58,Swing,VIM-04,2.5,Short Stop,Shell alignment,False
DT-52497,2025-12-25,2025-12-25 16:21:58,Swing,VIM-04,2.5,Short Stop,Mold positioning,False
DT-52498,2025-12-25,2025-12-25 17:22:32,Swing,VIM-04,447.9,Breakdown,Heating element burnout,False
DT-52499,2025-12-25,2025-12-26 03:00:13,Night,VIM-01,5.3,Short Stop,Thermocouple check,False
DT-52500,2025-12-25,2025-12-26 02:40:44,Night,VIM-01,9.8,Short Stop,Shell alignment,False
DT-52501,2025-12-25,2025-12-26 01:15:15,Night,VIM-01,2.1,Short Stop,Shell alignment,False
DT-52502,2025-12-25,2025-12-26 00:31:15,Night,VIM-01,8.0,Short Stop,Vacuum leak minor,False
DT-52503,2025-12-25,2025-12-25 22:40:14,Night,VIM-02,6.5,Short Stop,Material staging,False
DT-52504,2025-12-25,2025-12-26 04:43:52,Night,VIM-02,1.9,Short Stop,Pour rate adjustment,False
DT-52505,2025-12-25,2025-12-26 04:15:24,Night,VIM-02,1.6,Short Stop,Chamber pressure fluctuation,False
DT-52506,2025-12-25,2025-12-25 22:27:57,Night,VIM-02,8.9,Short Stop,Vacuum leak minor,False
DT-52507,2025-12-25,2025-12-26 00:00:23,Night,VIM-03,14.0,Short Stop,Thermocouple check,False
DT-52508,2025-12-25,2025-12-25 23:00:00,Night,VIM-03,186.2,Planned Maintenance,PM - Furnace rebuild,True
DT-52509,2025-12-25,2025-12-26 00:31:31,Night,VIM-04,5.0,Short Stop,Mold positioning,False
DT-52510,2025-12-25,2025-12-26 02:44:41,Night,VIM-04,4.1,Short Stop,Material staging,False
DT-52511,2025-12-25,2025-12-26 04:23:39,Night,VIM-04,8.7,Short Stop,Vacuum leak minor,False
DT-52512,2025-12-25,2025-12-26 05:20:24,Night,VIM-04,1.1,Short Stop,Vacuum leak minor,False
DT-52513,2025-12-25,2025-12-26 05:07:27,Night,VIM-04,7.0,Short Stop,Material staging,False
DT-52514,2025-12-26,2025-12-26 09:08:45,Day,VIM-01,3.2,Short Stop,Operator break,False
DT-52515,2025-12-26,2025-12-26 07:57:54,Day,VIM-01,4.5,Short Stop,Vacuum leak minor,False
DT-52516,2025-12-26,2025-12-26 11:06:27,Day,VIM-01,2.4,Short Stop,Operator break,False
DT-52517,2025-12-26,2025-12-26 10:59:18,Day,VIM-02,2.6,Short Stop,Mold positioning,False
DT-52518,2025-12-26,2025-12-26 12:26:45,Day,VIM-02,1.2,Short Stop,Operator break,False
DT-52519,2025-12-26,2025-12-26 12:41:24,Day,VIM-02,5.4,Short Stop,Vacuum leak minor,False
DT-52520,2025-12-26,2025-12-26 06:45:19,Day,VIM-02,7.6,Short Stop,Thermocouple check,False
DT-52521,2025-12-26,2025-12-26 10:45:02,Day,VIM-02,13.5,Short Stop,Vacuum leak minor,False
DT-52522,2025-12-26,2025-12-26 13:10:52,Day,VIM-03,2.0,Short Stop,Shell alignment,False
DT-52523,2025-12-26,2025-12-26 09:07:40,Day,VIM-04,14.0,Short Stop,Thermocouple check,False
DT-52524,2025-12-26,2025-12-26 12:39:13,Day,VIM-04,3.0,Short Stop,Material staging,False
DT-52525,2025-12-26,2025-12-26 15:18:27,Swing,VIM-01,5.2,Short Stop,Pour rate adjustment,False
DT-52526,2025-12-26,2025-12-26 21:08:32,Swing,VIM-02,8.1,Short Stop,Chamber pressure fluctuation,False
DT-52527,2025-12-26,2025-12-26 17:33:11,Swing,VIM-02,7.6,Short Stop,Material staging,False
DT-52528,2025-12-26,2025-12-26 16:09:18,Swing,VIM-03,10.2,Short Stop,Material staging,False
DT-52529,2025-12-26,2025-12-26 21:32:50,Swing,VIM-03,3.5,Short Stop,Pour rate adjustment,False
DT-52530,2025-12-26,2025-12-26 20:46:26,Swing,VIM-03,14.0,Short Stop,Shell alignment,False
DT-52531,2025-12-26,2025-12-26 17:57:29,Swing,VIM-03,1.4,Short Stop,Operator break,False
DT-52532,2025-12-26,2025-12-26 19:46:52,Swing,VIM-03,2.4,Short Stop,Thermocouple check,False
DT-52533,2025-12-26,2025-12-26 18:05:16,Swing,VIM-04,2.1,Short Stop,Operator break,False
DT-52534,2025-12-26,2025-12-26 14:41:47,Swing,VIM-04,1.6,Short Stop,Material staging,False
DT-52535,2025-12-26,2025-12-26 22:34:50,Night,VIM-01,3.7,Short Stop,Operator break,False
DT-52536,2025-12-26,2025-12-26 22:40:26,Night,VIM-03,3.4,Short Stop,Operator break,False
DT-52537,2025-12-26,2025-12-27 04:44:44,Night,VIM-03,2.6,Short Stop,Shell alignment,False
DT-52538,2025-12-26,2025-12-27 00:15:13,Night,VIM-04,3.2,Short Stop,Mold positioning,False
DT-52539,2025-12-26,2025-12-27 03:19:54,Night,VIM-04,5.0,Short Stop,Material staging,False
DT-52540,2025-12-27,2025-12-27 13:34:40,Day,VIM-01,2.0,Short Stop,Vacuum leak minor,False
DT-52541,2025-12-27,2025-12-27 09:28:16,Day,VIM-02,3.0,Short Stop,Shell alignment,False
DT-52542,2025-12-27,2025-12-27 09:47:02,Day,VIM-02,7.8,Short Stop,Mold positioning,False
DT-52543,2025-12-27,2025-12-27 09:46:15,Day,VIM-02,2.9,Short Stop,Pour rate adjustment,False
DT-52544,2025-12-27,2025-12-27 10:36:54,Day,VIM-02,195.7,Breakdown,Vacuum pump failure,False
DT-52545,2025-12-27,2025-12-27 10:27:58,Day,VIM-03,1.4,Short Stop,Pour rate adjustment,False
DT-52546,2025-12-27,2025-12-27 11:20:11,Day,VIM-03,1.8,Short Stop,Shell alignment,False
DT-52547,2025-12-27,2025-12-27 06:12:08,Day,VIM-03,2.5,Short Stop,Shell alignment,False
DT-52548,2025-12-27,2025-12-27 11:24:14,Day,VIM-03,4.2,Short Stop,Mold positioning,False
DT-52549,2025-12-27,2025-12-27 06:49:55,Day,VIM-03,7.1,Short Stop,Pour rate adjustment,False
DT-52550,2025-12-27,2025-12-27 10:13:07,Day,VIM-04,6.1,Short Stop,Thermocouple check,False
DT-52551,2025-12-27,2025-12-27 07:33:22,Day,VIM-04,1.3,Short Stop,Shell alignment,False
DT-52552,2025-12-27,2025-12-27 07:44:29,Day,VIM-04,4.3,Short Stop,Material staging,False
DT-52553,2025-12-27,2025-12-27 12:37:25,Day,VIM-04,2.8,Short Stop,Thermocouple check,False
DT-52554,2025-12-27,2025-12-27 07:00:00,Day,VIM-04,196.3,Planned Maintenance,PM - Furnace rebuild,True
DT-52555,2025-12-27,2025-12-27 17:08:55,Swing,VIM-01,5.8,Short Stop,Vacuum leak minor,False
DT-52556,2025-12-27,2025-12-27 20:07:27,Swing,VIM-01,3.3,Short Stop,Operator break,False
DT-52557,2025-12-27,2025-12-27 15:36:57,Swing,VIM-01,7.0,Short Stop,Mold positioning,False
DT-52558,2025-12-27,2025-12-27 16:58:38,Swing,VIM-01,14.0,Short Stop,Thermocouple check,False
DT-52559,2025-12-27,2025-12-27 19:03:49,Swing,VIM-02,5.0,Short Stop,Thermocouple check,False
DT-52560,2025-12-27,2025-12-27 16:39:58,Swing,VIM-02,1.1,Short Stop,Shell alignment,False
DT-52561,2025-12-27,2025-12-27 14:58:31,Swing,VIM-02,12.4,Short Stop,Pour rate adjustment,False
DT-52562,2025-12-27,2025-12-27 19:22:53,Swing,VIM-02,14.0,Short Stop,Operator break,False
DT-52563,2025-12-27,2025-12-27 19:13:00,Swing,VIM-03,1.7,Short Stop,Operator break,False
DT-52564,2025-12-27,2025-12-27 16:29:17,Swing,VIM-03,5.9,Short Stop,Mold positioning,False
DT-52565,2025-12-27,2025-12-27 20:10:26,Swing,VIM-04,3.8,Short Stop,Material staging,False
DT-52566,2025-12-27,2025-12-27 19:50:18,Swing,VIM-04,4.8,Short Stop,Vacuum leak minor,False
DT-52567,2025-12-27,2025-12-28 03:12:41,Night,VIM-01,4.9,Short Stop,Thermocouple check,False
DT-52568,2025-12-27,2025-12-28 05:46:51,Night,VIM-01,8.1,Short Stop,Shell alignment,False
DT-52569,2025-12-27,2025-12-28 03:59:53,Night,VIM-01,8.3,Short Stop,Operator break,False
DT-52570,2025-12-27,2025-12-28 02:40:31,Night,VIM-02,1.4,Short Stop,Chamber pressure fluctuation,False
DT-52571,2025-12-27,2025-12-28 03:24:17,Night,VIM-03,3.5,Short Stop,Material staging,False
DT-52572,2025-12-27,2025-12-28 03:15:23,Night,VIM-03,5.5,Short Stop,Mold positioning,False
DT-52573,2025-12-27,2025-12-27 23:00:00,Night,VIM-03,214.8,Planned Maintenance,PM - Vacuum system service,True
DT-52574,2025-12-27,2025-12-28 04:04:56,Night,VIM-04,9.5,Short Stop,Pour rate adjustment,False
DT-52575,2025-12-27,2025-12-28 01:43:06,Night,VIM-04,1.3,Short Stop,Material staging,False
DT-52576,2025-12-29,2025-12-29 12:12:42,Day,VIM-01,2.1,Short Stop,Pour rate adjustment,False
DT-52577,2025-12-29,2025-12-29 08:42:31,Day,VIM-01,3.5,Short Stop,Thermocouple check,False
DT-52578,2025-12-29,2025-12-29 11:37:52,Day,VIM-02,5.1,Short Stop,Vacuum leak minor,False
DT-52579,2025-12-29,2025-12-29 12:10:01,Day,VIM-02,14.0,Short Stop,Thermocouple check,False
DT-52580,2025-12-29,2025-12-29 12:12:53,Day,VIM-02,13.6,Short Stop,Shell alignment,False
DT-52581,2025-12-29,2025-12-29 08:56:59,Day,VIM-02,8.9,Short Stop,Chamber pressure fluctuation,False
DT-52582,2025-12-29,2025-12-29 09:47:20,Day,VIM-04,2.9,Short Stop,Material staging,False
DT-52583,2025-12-29,2025-12-29 13:00:20,Day,VIM-04,2.4,Short Stop,Mold positioning,False
DT-52584,2025-12-29,2025-12-29 08:55:56,Day,VIM-04,1.7,Short Stop,Thermocouple check,False
DT-52585,2025-12-29,2025-12-29 09:50:30,Day,VIM-04,5.2,Short Stop,Thermocouple check,False
DT-52586,2025-12-29,2025-12-29 11:10:12,Day,VIM-04,4.7,Short Stop,Chamber pressure fluctuation,False
DT-52587,2025-12-29,2025-12-29 14:18:36,Swing,VIM-01,1.0,Short Stop,Thermocouple check,False
DT-52588,2025-12-29,2025-12-29 15:30:43,Swing,VIM-01,1.0,Short Stop,Material staging,False
DT-52589,2025-12-29,2025-12-29 16:43:35,Swing,VIM-02,4.2,Short Stop,Chamber pressure fluctuation,False
DT-52590,2025-12-29,2025-12-29 18:04:15,Swing,VIM-04,10.1,Short Stop,Thermocouple check,False
DT-52591,2025-12-29,2025-12-29 14:45:49,Swing,VIM-04,10.1,Short Stop,Vacuum leak minor,False
DT-52592,2025-12-29,2025-12-29 18:24:32,Swing,VIM-04,10.1,Short Stop,Pour rate adjustment,False
DT-52593,2025-12-29,2025-12-30 05:29:41,Night,VIM-01,9.5,Short Stop,Material staging,False
DT-52594,2025-12-29,2025-12-30 01:33:14,Night,VIM-01,14.0,Short Stop,Vacuum leak minor,False
DT-52595,2025-12-29,2025-12-30 01:25:08,Night,VIM-02,5.4,Short Stop,Mold positioning,False
DT-52596,2025-12-29,2025-12-30 02:10:20,Night,VIM-03,1.3,Short Stop,Pour rate adjustment,False
DT-52597,2025-12-29,2025-12-29 23:14:34,Night,VIM-03,2.6,Short Stop,Shell alignment,False
DT-52598,2025-12-29,2025-12-29 23:03:18,Night,VIM-03,13.7,Short Stop,Chamber pressure fluctuation,False
DT-52599,2025-12-29,2025-12-30 04:47:59,Night,VIM-03,3.1,Short Stop,Thermocouple check,False
DT-52600,2025-12-29,2025-12-29 23:34:07,Night,VIM-03,8.4,Short Stop,Shell alignment,False
DT-52601,2025-12-29,2025-12-30 05:00:35,Night,VIM-03,10.0,Short Stop,Shell alignment,False
DT-52602,2025-12-29,2025-12-30 03:28:59,Night,VIM-03,3.9,Short Stop,Shell alignment,False
DT-52603,2025-12-29,2025-12-30 02:41:27,Night,VIM-03,10.1,Short Stop,Pour rate adjustment,False
DT-52604,2025-12-29,2025-12-29 23:00:00,Night,VIM-03,234.6,Planned Maintenance,PM - Vacuum system service,True
DT-52605,2025-12-29,2025-12-30 00:56:30,Night,VIM-04,7.2,Short Stop,Thermocouple check,False
DT-52606,2025-12-29,2025-12-30 01:21:51,Night,VIM-04,3.8,Short Stop,Thermocouple check,False
DT-52607,2025-12-29,2025-12-29 22:17:01,Night,VIM-04,4.8,Short Stop,Shell alignment,False
DT-52608,2025-12-30,2025-12-30 11:11:30,Day,VIM-01,11.4,Short Stop,Chamber pressure fluctuation,False
DT-52609,2025-12-30,2025-12-30 06:51:29,Day,VIM-02,1.8,Short Stop,Operator break,False
DT-52610,2025-12-30,2025-12-30 07:59:38,Day,VIM-02,4.0,Short Stop,Vacuum leak minor,False
DT-52611,2025-12-30,2025-12-30 10:32:25,Day,VIM-02,3.0,Short Stop,Vacuum leak minor,False
DT-52612,2025-12-30,2025-12-30 10:37:42,Day,VIM-02,5.5,Short Stop,Vacuum leak minor,False
DT-52613,2025-12-30,2025-12-30 10:28:07,Day,VIM-03,6.6,Short Stop,Pour rate adjustment,False
DT-52614,2025-12-30,2025-12-30 12:33:22,Day,VIM-03,3.5,Short Stop,Shell alignment,False
DT-52615,2025-12-30,2025-12-30 08:26:14,Day,VIM-03,2.4,Short Stop,Shell alignment,False
DT-52616,2025-12-30,2025-12-30 11:47:42,Day,VIM-03,1.6,Short Stop,Material staging,False
DT-52617,2025-12-30,2025-12-30 07:39:24,Day,VIM-03,5.9,Short Stop,Operator break,False
DT-52618,2025-12-30,2025-12-30 10:42:36,Day,VIM-03,2.9,Short Stop,Thermocouple check,False
DT-52619,2025-12-30,2025-12-30 07:22:56,Day,VIM-04,1.6,Short Stop,Material staging,False
DT-52620,2025-12-30,2025-12-30 20:22:16,Swing,VIM-01,3.9,Short Stop,Thermocouple check,False
DT-52621,2025-12-30,2025-12-30 15:51:20,Swing,VIM-01,2.8,Short Stop,Vacuum leak minor,False
DT-52622,2025-12-30,2025-12-30 17:48:16,Swing,VIM-01,14.0,Short Stop,Vacuum leak minor,False
DT-52623,2025-12-30,2025-12-30 17:00:54,Swing,VIM-01,3.2,Short Stop,Pour rate adjustment,False
DT-52624,2025-12-30,2025-12-30 17:07:03,Swing,VIM-01,8.7,Short Stop,Shell alignment,False
DT-52625,2025-12-30,2025-12-30 15:34:18,Swing,VIM-02,5.4,Short Stop,Shell alignment,False
DT-52626,2025-12-30,2025-12-30 16:28:14,Swing,VIM-02,1.7,Short Stop,Pour rate adjustment,False
DT-52627,2025-12-30,2025-12-30 14:39:50,Swing,VIM-02,1.2,Short Stop,Material staging,False
DT-52628,2025-12-30,2025-12-30 19:34:13,Swing,VIM-02,3.2,Short Stop,Material staging,False
DT-52629,2025-12-30,2025-12-30 17:07:12,Swing,VIM-03,4.5,Short Stop,Thermocouple check,False
DT-52630,2025-12-30,2025-12-30 21:36:21,Swing,VIM-03,13.9,Short Stop,Mold positioning,False
DT-52631,2025-12-30,2025-12-30 15:41:12,Swing,VIM-03,4.0,Short Stop,Pour rate adjustment,False
DT-52632,2025-12-30,2025-12-30 18:51:37,Swing,VIM-03,3.4,Short Stop,Thermocouple check,False
DT-52633,2025-12-30,2025-12-30 15:34:05,Swing,VIM-04,1.4,Short Stop,Vacuum leak minor,False
DT-52634,2025-12-30,2025-12-30 15:24:43,Swing,VIM-04,4.6,Short Stop,Operator break,False
DT-52635,2025-12-30,2025-12-30 15:00:51,Swing,VIM-04,8.9,Short Stop,Thermocouple check,False
DT-52636,2025-12-30,2025-12-31 04:50:54,Night,VIM-02,11.9,Short Stop,Operator break,False
DT-52637,2025-12-30,2025-12-31 02:43:14,Night,VIM-02,5.8,Short Stop,Operator break,False
DT-52638,2025-12-30,2025-12-31 02:14:13,Night,VIM-02,1.5,Short Stop,Chamber pressure fluctuation,False
DT-52639,2025-12-30,2025-12-30 23:00:00,Night,VIM-02,137.5,Planned Maintenance,PM - Thermocouple replacement,True
DT-52640,2025-12-30,2025-12-30 23:05:10,Night,VIM-03,5.2,Short Stop,Operator break,False
DT-52641,2025-12-30,2025-12-31 05:42:59,Night,VIM-03,10.8,Short Stop,Mold positioning,False
DT-52642,2025-12-30,2025-12-31 00:21:50,Night,VIM-03,3.7,Short Stop,Thermocouple check,False
DT-52643,2025-12-30,2025-12-31 02:37:30,Night,VIM-03,1.4,Short Stop,Vacuum leak minor,False
DT-52644,2025-12-30,2025-12-31 02:30:27,Night,VIM-03,2.3,Short Stop,Mold positioning,False
DT-52645,2025-12-30,2025-12-30 22:22:09,Night,VIM-04,3.2,Short Stop,Chamber pressure fluctuation,False
DT-52646,2025-12-30,2025-12-31 05:05:03,Night,VIM-04,1.8,Short Stop,Mold positioning,False
DT-52647,2025-12-31,2025-12-31 10:44:25,Day,VIM-02,7.3,Short Stop,Operator break,False
DT-52648,2025-12-31,2025-12-31 08:01:12,Day,VIM-02,7.1,Short Stop,Thermocouple check,False
DT-52649,2025-12-31,2025-12-31 10:35:14,Day,VIM-03,5.3,Short Stop,Thermocouple check,False
DT-52650,2025-12-31,2025-12-31 07:00:00,Day,VIM-03,189.0,Planned Maintenance,PM - Vacuum system service,True
DT-52651,2025-12-31,2025-12-31 06:39:51,Day,VIM-04,14.0,Short Stop,Mold positioning,False
DT-52652,2025-12-31,2025-12-31 08:34:54,Day,VIM-04,8.8,Short Stop,Mold positioning,False
DT-52653,2025-12-31,2025-12-31 08:02:44,Day,VIM-04,14.0,Short Stop,Shell alignment,False
DT-52654,2025-12-31,2025-12-31 10:31:16,Day,VIM-04,9.0,Short Stop,Operator break,False
DT-52655,2025-12-31,2025-12-31 18:11:26,Swing,VIM-01,1.2,Short Stop,Material staging,False
DT-52656,2025-12-31,2025-12-31 15:00:00,Swing,VIM-01,132.2,Planned Maintenance,PM - Vacuum system service,True
DT-52657,2025-12-31,2025-12-31 19:46:48,Swing,VIM-03,1.3,Short Stop,Material staging,False
DT-52658,2025-12-31,2025-12-31 20:44:12,Swing,VIM-03,2.6,Short Stop,Shell alignment,False
DT-52659,2025-12-31,2025-12-31 14:57:23,Swing,VIM-03,10.7,Short Stop,Mold positioning,False
DT-52660,2025-12-31,2025-12-31 17:27:37,Swing,VIM-04,1.8,Short Stop,Thermocouple check,False
DT-52661,2025-12-31,2025-12-31 20:00:43,Swing,VIM-04,3.1,Short Stop,Vacuum leak minor,False
DT-52662,2025-12-31,2026-01-01 01:00:19,Night,VIM-01,4.1,Short Stop,Mold positioning,False
DT-52663,2025-12-31,2026-01-01 01:02:47,Night,VIM-02,13.3,Short Stop,Chamber pressure fluctuation,False
DT-52664,2025-12-31,2026-01-01 04:15:17,Night,VIM-03,4.0,Short Stop,Shell alignment,False
DT-52665,2025-12-31,2026-01-01 05:42:55,Night,VIM-04,3.0,Short Stop,Shell alignment,False
DT-52666,2025-12-31,2026-01-01 02:04:30,Night,VIM-04,2.5,Short Stop,Shell alignment,False
DT-52667,2025-12-31,2026-01-01 05:34:43,Night,VIM-04,1.5,Short Stop,Chamber pressure fluctuation,False
DT-52668,2025-12-31,2026-01-01 02:56:20,Night,VIM-04,14.0,Short Stop,Pour rate adjustment,False
DT-52669,2025-12-31,2026-01-01 03:08:15,Night,VIM-04,5.5,Short Stop,Chamber pressure fluctuation,False
DT-52670,2025-12-31,2026-01-01 02:06:59,Night,VIM-04,2.0,Short Stop,Chamber pressure fluctuation,False
